step,avg_reward
0,-210.72049
1,-212.4464
2,-214.92119
3,-212.55043
4,-208.72974
5,-207.76915
6,-207.62958
7,-207.4872
8,-208.76793
9,-208.59254
10,-209.01764
11,-208.42677
12,-208.9863
13,-208.41917
14,-207.76674
15,-207.66594
16,-207.10692
17,-207.59027
18,-209.19534
19,-209.48521
20,-207.80185
