step,avg_reward
0,-212.02057
1,-209.77225
2,-212.84564
3,-210.07867
4,-210.18373
5,-211.60063
6,-209.38536
7,-207.59175
8,-210.5982
9,-209.16351
10,-207.47177
11,-208.56554
12,-208.8024
13,-208.0579
14,-207.94328
15,-209.48499
16,-208.8318
17,-210.97836
18,-207.51547
19,-208.68213
20,-208.24083
