step,avg_reward
0,-209.1964
1,-206.13733
2,-205.55508
3,-204.05609
4,-205.61101
5,-205.46088
6,-203.62654
7,-205.81091
8,-208.11382
9,-208.6881
10,-209.15204
11,-208.05089
12,-207.18184
13,-207.93843
14,-207.97777
15,-207.05254
16,-207.89589
17,-209.96141
18,-207.8253
19,-208.81013
20,-208.67346
