step,avg_reward
0,-204.83992
1,-211.3308
2,-212.86304
3,-213.25986
4,-214.86473
5,-215.52898
6,-214.92622
7,-214.34157
8,-215.15077
9,-216.03987
10,-214.30722
11,-215.56744
12,-218.3775
13,-215.97206
14,-213.93677
15,-217.65498
16,-217.2289
17,-217.6234
18,-217.04987
19,-216.1187
20,-213.18967
