step,avg_reward
0,-205.41998
1,-200.29283
2,-195.92932
3,-194.13925
4,-193.35606
5,-194.00397
6,-190.45401
7,-188.96487
8,-190.28497
9,-192.66524
10,-193.10349
11,-190.84143
12,-191.6769
13,-192.85683
14,-190.19077
15,-191.79388
16,-193.08464
17,-191.57191
18,-190.36185
19,-190.38443
20,-188.4201
