step,avg_reward
0,-206.99437
1,-208.6497
2,-206.14716
3,-207.99321
4,-207.01675
5,-203.68417
6,-206.96863
7,-207.81499
8,-206.70915
9,-205.62863
10,-205.31529
11,-208.92215
12,-205.05177
13,-206.35895
14,-209.1532
15,-206.63168
16,-208.43208
17,-208.70157
18,-207.52818
19,-208.86285
20,-209.69948
