step,avg_reward
0,-208.44876
1,-212.93976
2,-208.56696
3,-203.2256
4,-203.06232
5,-203.21384
6,-204.81961
7,-202.81839
8,-201.67447
9,-200.73517
10,-202.49776
11,-201.2041
12,-200.9558
13,-200.96227
14,-202.39227
15,-200.76425
16,-200.94493
17,-201.36047
18,-201.37051
19,-201.40768
20,-200.52841
