step,train_loss
47,"tf.Tensor(10.025057, shape=(), dtype=float32)"
48,"tf.Tensor(8.666831, shape=(), dtype=float32)"
49,"tf.Tensor(9.602007, shape=(), dtype=float32)"
50,"tf.Tensor(9.969851, shape=(), dtype=float32)"
51,"tf.Tensor(9.212986, shape=(), dtype=float32)"
52,"tf.Tensor(9.739922, shape=(), dtype=float32)"
53,"tf.Tensor(9.955474, shape=(), dtype=float32)"
54,"tf.Tensor(10.034269, shape=(), dtype=float32)"
55,"tf.Tensor(9.715501, shape=(), dtype=float32)"
56,"tf.Tensor(8.088389, shape=(), dtype=float32)"
57,"tf.Tensor(9.979474, shape=(), dtype=float32)"
58,"tf.Tensor(8.659657, shape=(), dtype=float32)"
59,"tf.Tensor(8.254498, shape=(), dtype=float32)"
60,"tf.Tensor(8.863703, shape=(), dtype=float32)"
61,"tf.Tensor(9.384849, shape=(), dtype=float32)"
62,"tf.Tensor(8.234023, shape=(), dtype=float32)"
63,"tf.Tensor(9.737749, shape=(), dtype=float32)"
64,"tf.Tensor(9.175915, shape=(), dtype=float32)"
65,"tf.Tensor(8.013269, shape=(), dtype=float32)"
66,"tf.Tensor(10.239984, shape=(), dtype=float32)"
67,"tf.Tensor(8.331707, shape=(), dtype=float32)"
68,"tf.Tensor(8.49122, shape=(), dtype=float32)"
69,"tf.Tensor(8.22517, shape=(), dtype=float32)"
70,"tf.Tensor(8.619311, shape=(), dtype=float32)"
71,"tf.Tensor(9.849529, shape=(), dtype=float32)"
72,"tf.Tensor(8.031144, shape=(), dtype=float32)"
73,"tf.Tensor(9.661098, shape=(), dtype=float32)"
74,"tf.Tensor(9.136606, shape=(), dtype=float32)"
75,"tf.Tensor(9.292943, shape=(), dtype=float32)"
76,"tf.Tensor(8.658343, shape=(), dtype=float32)"
77,"tf.Tensor(8.058891, shape=(), dtype=float32)"
78,"tf.Tensor(9.894695, shape=(), dtype=float32)"
79,"tf.Tensor(10.596738, shape=(), dtype=float32)"
80,"tf.Tensor(9.09372, shape=(), dtype=float32)"
81,"tf.Tensor(9.594139, shape=(), dtype=float32)"
82,"tf.Tensor(9.813166, shape=(), dtype=float32)"
83,"tf.Tensor(9.172144, shape=(), dtype=float32)"
84,"tf.Tensor(8.317118, shape=(), dtype=float32)"
85,"tf.Tensor(9.750868, shape=(), dtype=float32)"
86,"tf.Tensor(10.432193, shape=(), dtype=float32)"
87,"tf.Tensor(9.10079, shape=(), dtype=float32)"
88,"tf.Tensor(9.406504, shape=(), dtype=float32)"
89,"tf.Tensor(7.6247077, shape=(), dtype=float32)"
90,"tf.Tensor(9.076372, shape=(), dtype=float32)"
91,"tf.Tensor(9.802249, shape=(), dtype=float32)"
92,"tf.Tensor(10.02939, shape=(), dtype=float32)"
93,"tf.Tensor(9.178096, shape=(), dtype=float32)"
94,"tf.Tensor(9.516229, shape=(), dtype=float32)"
95,"tf.Tensor(9.675857, shape=(), dtype=float32)"
96,"tf.Tensor(8.45732, shape=(), dtype=float32)"
97,"tf.Tensor(9.985148, shape=(), dtype=float32)"
98,"tf.Tensor(9.88877, shape=(), dtype=float32)"
99,"tf.Tensor(8.847403, shape=(), dtype=float32)"
100,"tf.Tensor(10.264212, shape=(), dtype=float32)"
