step,train_loss
65,"tf.Tensor(0.9097682, shape=(), dtype=float32)"
66,"tf.Tensor(0.7947795, shape=(), dtype=float32)"
67,"tf.Tensor(0.78201175, shape=(), dtype=float32)"
68,"tf.Tensor(0.77970314, shape=(), dtype=float32)"
69,"tf.Tensor(1.6217927, shape=(), dtype=float32)"
70,"tf.Tensor(1.1713674, shape=(), dtype=float32)"
71,"tf.Tensor(1.1484071, shape=(), dtype=float32)"
72,"tf.Tensor(0.84186476, shape=(), dtype=float32)"
73,"tf.Tensor(1.3308387, shape=(), dtype=float32)"
74,"tf.Tensor(0.9189758, shape=(), dtype=float32)"
75,"tf.Tensor(1.4558071, shape=(), dtype=float32)"
76,"tf.Tensor(0.9288945, shape=(), dtype=float32)"
77,"tf.Tensor(0.9733914, shape=(), dtype=float32)"
78,"tf.Tensor(1.260361, shape=(), dtype=float32)"
79,"tf.Tensor(0.9392443, shape=(), dtype=float32)"
80,"tf.Tensor(1.2267541, shape=(), dtype=float32)"
81,"tf.Tensor(0.57899755, shape=(), dtype=float32)"
82,"tf.Tensor(0.7477864, shape=(), dtype=float32)"
83,"tf.Tensor(1.6157259, shape=(), dtype=float32)"
84,"tf.Tensor(1.267018, shape=(), dtype=float32)"
85,"tf.Tensor(0.6131876, shape=(), dtype=float32)"
86,"tf.Tensor(0.8371238, shape=(), dtype=float32)"
87,"tf.Tensor(0.775464, shape=(), dtype=float32)"
88,"tf.Tensor(1.0851547, shape=(), dtype=float32)"
89,"tf.Tensor(0.91088134, shape=(), dtype=float32)"
90,"tf.Tensor(0.8568885, shape=(), dtype=float32)"
91,"tf.Tensor(1.2664775, shape=(), dtype=float32)"
92,"tf.Tensor(0.6517315, shape=(), dtype=float32)"
93,"tf.Tensor(1.4461273, shape=(), dtype=float32)"
94,"tf.Tensor(1.0505264, shape=(), dtype=float32)"
95,"tf.Tensor(1.2446737, shape=(), dtype=float32)"
96,"tf.Tensor(0.98049194, shape=(), dtype=float32)"
97,"tf.Tensor(0.86162263, shape=(), dtype=float32)"
98,"tf.Tensor(0.6885954, shape=(), dtype=float32)"
99,"tf.Tensor(1.1963204, shape=(), dtype=float32)"
100,"tf.Tensor(0.84481186, shape=(), dtype=float32)"
