step,train_loss
56,"tf.Tensor(7.779223, shape=(), dtype=float32)"
57,"tf.Tensor(7.61103, shape=(), dtype=float32)"
58,"tf.Tensor(7.7580914, shape=(), dtype=float32)"
59,"tf.Tensor(7.500341, shape=(), dtype=float32)"
60,"tf.Tensor(7.576954, shape=(), dtype=float32)"
61,"tf.Tensor(7.742474, shape=(), dtype=float32)"
62,"tf.Tensor(7.7099853, shape=(), dtype=float32)"
63,"tf.Tensor(7.6727767, shape=(), dtype=float32)"
64,"tf.Tensor(7.624111, shape=(), dtype=float32)"
65,"tf.Tensor(7.8610044, shape=(), dtype=float32)"
66,"tf.Tensor(7.801245, shape=(), dtype=float32)"
67,"tf.Tensor(7.6187434, shape=(), dtype=float32)"
68,"tf.Tensor(7.8295856, shape=(), dtype=float32)"
69,"tf.Tensor(7.81532, shape=(), dtype=float32)"
70,"tf.Tensor(7.821211, shape=(), dtype=float32)"
71,"tf.Tensor(7.838275, shape=(), dtype=float32)"
72,"tf.Tensor(7.7663665, shape=(), dtype=float32)"
73,"tf.Tensor(7.58785, shape=(), dtype=float32)"
74,"tf.Tensor(7.6701074, shape=(), dtype=float32)"
75,"tf.Tensor(7.6136303, shape=(), dtype=float32)"
76,"tf.Tensor(7.585161, shape=(), dtype=float32)"
77,"tf.Tensor(7.797405, shape=(), dtype=float32)"
78,"tf.Tensor(7.7368693, shape=(), dtype=float32)"
79,"tf.Tensor(7.5515285, shape=(), dtype=float32)"
80,"tf.Tensor(7.7393765, shape=(), dtype=float32)"
81,"tf.Tensor(7.613341, shape=(), dtype=float32)"
82,"tf.Tensor(7.7408805, shape=(), dtype=float32)"
83,"tf.Tensor(7.7210174, shape=(), dtype=float32)"
84,"tf.Tensor(7.7840977, shape=(), dtype=float32)"
85,"tf.Tensor(7.8552246, shape=(), dtype=float32)"
86,"tf.Tensor(7.6091723, shape=(), dtype=float32)"
87,"tf.Tensor(7.846409, shape=(), dtype=float32)"
88,"tf.Tensor(7.712219, shape=(), dtype=float32)"
89,"tf.Tensor(7.8405046, shape=(), dtype=float32)"
90,"tf.Tensor(7.586852, shape=(), dtype=float32)"
91,"tf.Tensor(7.724538, shape=(), dtype=float32)"
92,"tf.Tensor(7.7699733, shape=(), dtype=float32)"
93,"tf.Tensor(7.663808, shape=(), dtype=float32)"
94,"tf.Tensor(7.913026, shape=(), dtype=float32)"
95,"tf.Tensor(7.7551866, shape=(), dtype=float32)"
96,"tf.Tensor(7.7514744, shape=(), dtype=float32)"
97,"tf.Tensor(7.648492, shape=(), dtype=float32)"
98,"tf.Tensor(7.699136, shape=(), dtype=float32)"
99,"tf.Tensor(7.7015033, shape=(), dtype=float32)"
100,"tf.Tensor(7.675885, shape=(), dtype=float32)"
