step,avg_reward
0,-201.79774
1,-203.22556
2,-199.09909
3,-198.15729
4,-195.48312
5,-198.40549
6,-197.487
7,-195.876
8,-194.9011
9,-197.39479
10,-196.60657
11,-195.964
12,-197.35333
13,-196.15167
14,-196.88078
15,-197.17693
16,-196.28854
17,-196.57245
18,-197.19868
19,-195.66039
20,-196.0386
