step,train_loss
36,"tf.Tensor(12.555746, shape=(), dtype=float32)"
37,"tf.Tensor(12.485082, shape=(), dtype=float32)"
38,"tf.Tensor(11.794069, shape=(), dtype=float32)"
39,"tf.Tensor(11.071983, shape=(), dtype=float32)"
40,"tf.Tensor(10.720802, shape=(), dtype=float32)"
41,"tf.Tensor(10.22115, shape=(), dtype=float32)"
42,"tf.Tensor(9.938697, shape=(), dtype=float32)"
43,"tf.Tensor(9.36692, shape=(), dtype=float32)"
44,"tf.Tensor(9.056421, shape=(), dtype=float32)"
45,"tf.Tensor(8.681885, shape=(), dtype=float32)"
46,"tf.Tensor(7.874578, shape=(), dtype=float32)"
47,"tf.Tensor(7.92671, shape=(), dtype=float32)"
48,"tf.Tensor(7.04916, shape=(), dtype=float32)"
49,"tf.Tensor(7.0936527, shape=(), dtype=float32)"
50,"tf.Tensor(6.453734, shape=(), dtype=float32)"
51,"tf.Tensor(5.9422827, shape=(), dtype=float32)"
52,"tf.Tensor(5.9074187, shape=(), dtype=float32)"
53,"tf.Tensor(5.456632, shape=(), dtype=float32)"
54,"tf.Tensor(5.2667737, shape=(), dtype=float32)"
55,"tf.Tensor(4.7929764, shape=(), dtype=float32)"
56,"tf.Tensor(4.549001, shape=(), dtype=float32)"
57,"tf.Tensor(4.18228, shape=(), dtype=float32)"
58,"tf.Tensor(4.062954, shape=(), dtype=float32)"
59,"tf.Tensor(3.8196664, shape=(), dtype=float32)"
60,"tf.Tensor(3.537711, shape=(), dtype=float32)"
61,"tf.Tensor(3.2451546, shape=(), dtype=float32)"
62,"tf.Tensor(3.0751822, shape=(), dtype=float32)"
63,"tf.Tensor(2.8338428, shape=(), dtype=float32)"
64,"tf.Tensor(2.624142, shape=(), dtype=float32)"
65,"tf.Tensor(2.191933, shape=(), dtype=float32)"
66,"tf.Tensor(2.0947561, shape=(), dtype=float32)"
67,"tf.Tensor(2.0342438, shape=(), dtype=float32)"
68,"tf.Tensor(1.8861294, shape=(), dtype=float32)"
69,"tf.Tensor(1.6124482, shape=(), dtype=float32)"
70,"tf.Tensor(1.4696931, shape=(), dtype=float32)"
71,"tf.Tensor(1.1967591, shape=(), dtype=float32)"
72,"tf.Tensor(1.238168, shape=(), dtype=float32)"
73,"tf.Tensor(0.9314405, shape=(), dtype=float32)"
74,"tf.Tensor(0.9706059, shape=(), dtype=float32)"
75,"tf.Tensor(0.8707149, shape=(), dtype=float32)"
76,"tf.Tensor(0.6614431, shape=(), dtype=float32)"
77,"tf.Tensor(0.75232834, shape=(), dtype=float32)"
78,"tf.Tensor(0.6252551, shape=(), dtype=float32)"
79,"tf.Tensor(0.6610683, shape=(), dtype=float32)"
80,"tf.Tensor(0.6125363, shape=(), dtype=float32)"
81,"tf.Tensor(0.5342336, shape=(), dtype=float32)"
82,"tf.Tensor(0.49939236, shape=(), dtype=float32)"
83,"tf.Tensor(0.36368293, shape=(), dtype=float32)"
84,"tf.Tensor(0.5449556, shape=(), dtype=float32)"
85,"tf.Tensor(0.3380339, shape=(), dtype=float32)"
86,"tf.Tensor(0.36249974, shape=(), dtype=float32)"
87,"tf.Tensor(0.35581896, shape=(), dtype=float32)"
88,"tf.Tensor(0.5222872, shape=(), dtype=float32)"
89,"tf.Tensor(0.34571254, shape=(), dtype=float32)"
90,"tf.Tensor(0.5871321, shape=(), dtype=float32)"
91,"tf.Tensor(0.44767112, shape=(), dtype=float32)"
92,"tf.Tensor(0.5345276, shape=(), dtype=float32)"
93,"tf.Tensor(0.52715236, shape=(), dtype=float32)"
94,"tf.Tensor(0.54474515, shape=(), dtype=float32)"
95,"tf.Tensor(0.5255341, shape=(), dtype=float32)"
96,"tf.Tensor(0.46908197, shape=(), dtype=float32)"
97,"tf.Tensor(0.46564195, shape=(), dtype=float32)"
98,"tf.Tensor(0.59448135, shape=(), dtype=float32)"
99,"tf.Tensor(0.61829215, shape=(), dtype=float32)"
100,"tf.Tensor(0.57955664, shape=(), dtype=float32)"
