step,avg_reward
0,-204.72612
1,-204.2927
2,-205.38289
3,-205.5914
4,-205.21053
5,-203.67982
6,-204.41989
7,-203.19562
8,-205.75906
9,-205.87411
10,-206.13458
11,-205.47755
12,-206.47406
13,-203.3469
14,-206.55946
15,-204.04214
16,-204.81206
17,-203.98767
18,-204.87254
19,-203.95056
20,-204.77306
