step,train_loss
86,"tf.Tensor(6.375167, shape=(), dtype=float32)"
87,"tf.Tensor(6.623183, shape=(), dtype=float32)"
88,"tf.Tensor(6.2596755, shape=(), dtype=float32)"
89,"tf.Tensor(6.5865874, shape=(), dtype=float32)"
90,"tf.Tensor(6.0682416, shape=(), dtype=float32)"
91,"tf.Tensor(6.6517515, shape=(), dtype=float32)"
92,"tf.Tensor(6.8040156, shape=(), dtype=float32)"
93,"tf.Tensor(6.594959, shape=(), dtype=float32)"
94,"tf.Tensor(6.596118, shape=(), dtype=float32)"
95,"tf.Tensor(7.4405737, shape=(), dtype=float32)"
96,"tf.Tensor(5.5707884, shape=(), dtype=float32)"
97,"tf.Tensor(6.546389, shape=(), dtype=float32)"
98,"tf.Tensor(6.4701886, shape=(), dtype=float32)"
99,"tf.Tensor(6.711407, shape=(), dtype=float32)"
100,"tf.Tensor(6.3751197, shape=(), dtype=float32)"
