step,train_loss
0,
1,"tf.Tensor(7.957719, shape=(), dtype=float32)"
2,"tf.Tensor(12.668381, shape=(), dtype=float32)"
3,"tf.Tensor(10.069459, shape=(), dtype=float32)"
4,"tf.Tensor(8.2652855, shape=(), dtype=float32)"
5,"tf.Tensor(7.865804, shape=(), dtype=float32)"
6,"tf.Tensor(6.6482787, shape=(), dtype=float32)"
7,"tf.Tensor(7.3833365, shape=(), dtype=float32)"
8,"tf.Tensor(7.4762254, shape=(), dtype=float32)"
9,"tf.Tensor(6.9824886, shape=(), dtype=float32)"
10,"tf.Tensor(6.8977213, shape=(), dtype=float32)"
11,"tf.Tensor(6.451485, shape=(), dtype=float32)"
12,"tf.Tensor(7.506875, shape=(), dtype=float32)"
13,"tf.Tensor(6.7381487, shape=(), dtype=float32)"
14,"tf.Tensor(7.2724657, shape=(), dtype=float32)"
15,"tf.Tensor(6.4484468, shape=(), dtype=float32)"
16,"tf.Tensor(6.8604527, shape=(), dtype=float32)"
17,"tf.Tensor(7.077524, shape=(), dtype=float32)"
18,"tf.Tensor(6.429496, shape=(), dtype=float32)"
19,"tf.Tensor(6.476103, shape=(), dtype=float32)"
20,"tf.Tensor(6.137092, shape=(), dtype=float32)"
21,"tf.Tensor(6.742297, shape=(), dtype=float32)"
22,"tf.Tensor(6.867588, shape=(), dtype=float32)"
23,"tf.Tensor(6.770803, shape=(), dtype=float32)"
24,"tf.Tensor(6.5720553, shape=(), dtype=float32)"
25,"tf.Tensor(6.84975, shape=(), dtype=float32)"
26,"tf.Tensor(6.809343, shape=(), dtype=float32)"
27,"tf.Tensor(7.2981024, shape=(), dtype=float32)"
28,"tf.Tensor(6.659622, shape=(), dtype=float32)"
29,"tf.Tensor(6.511062, shape=(), dtype=float32)"
30,"tf.Tensor(6.1715703, shape=(), dtype=float32)"
31,"tf.Tensor(6.7904544, shape=(), dtype=float32)"
32,"tf.Tensor(6.398705, shape=(), dtype=float32)"
33,"tf.Tensor(6.967238, shape=(), dtype=float32)"
34,"tf.Tensor(6.558255, shape=(), dtype=float32)"
35,"tf.Tensor(6.495248, shape=(), dtype=float32)"
36,"tf.Tensor(7.2299733, shape=(), dtype=float32)"
37,"tf.Tensor(6.4845843, shape=(), dtype=float32)"
38,"tf.Tensor(6.545581, shape=(), dtype=float32)"
39,"tf.Tensor(6.049299, shape=(), dtype=float32)"
40,"tf.Tensor(6.436415, shape=(), dtype=float32)"
41,"tf.Tensor(7.346932, shape=(), dtype=float32)"
42,"tf.Tensor(6.7280035, shape=(), dtype=float32)"
43,"tf.Tensor(6.276972, shape=(), dtype=float32)"
44,"tf.Tensor(6.5352187, shape=(), dtype=float32)"
45,"tf.Tensor(6.588219, shape=(), dtype=float32)"
46,"tf.Tensor(6.8068724, shape=(), dtype=float32)"
47,"tf.Tensor(6.866484, shape=(), dtype=float32)"
48,"tf.Tensor(6.7062826, shape=(), dtype=float32)"
49,"tf.Tensor(6.9652514, shape=(), dtype=float32)"
50,"tf.Tensor(7.3922687, shape=(), dtype=float32)"
51,"tf.Tensor(6.4756923, shape=(), dtype=float32)"
52,"tf.Tensor(6.60954, shape=(), dtype=float32)"
53,"tf.Tensor(7.693724, shape=(), dtype=float32)"
54,"tf.Tensor(7.125298, shape=(), dtype=float32)"
55,"tf.Tensor(6.883828, shape=(), dtype=float32)"
56,"tf.Tensor(7.551862, shape=(), dtype=float32)"
57,"tf.Tensor(6.9479036, shape=(), dtype=float32)"
58,"tf.Tensor(6.830609, shape=(), dtype=float32)"
59,"tf.Tensor(7.248306, shape=(), dtype=float32)"
60,"tf.Tensor(6.574181, shape=(), dtype=float32)"
61,"tf.Tensor(7.084773, shape=(), dtype=float32)"
62,"tf.Tensor(6.775075, shape=(), dtype=float32)"
63,"tf.Tensor(6.558163, shape=(), dtype=float32)"
64,"tf.Tensor(6.213465, shape=(), dtype=float32)"
65,"tf.Tensor(6.822877, shape=(), dtype=float32)"
66,"tf.Tensor(6.5339203, shape=(), dtype=float32)"
67,"tf.Tensor(7.12314, shape=(), dtype=float32)"
68,"tf.Tensor(6.555537, shape=(), dtype=float32)"
69,"tf.Tensor(6.8352866, shape=(), dtype=float32)"
