step,train_loss
59,"tf.Tensor(7.2688355, shape=(), dtype=float32)"
60,"tf.Tensor(8.330376, shape=(), dtype=float32)"
61,"tf.Tensor(8.746149, shape=(), dtype=float32)"
62,"tf.Tensor(8.148272, shape=(), dtype=float32)"
63,"tf.Tensor(8.185051, shape=(), dtype=float32)"
64,"tf.Tensor(7.914706, shape=(), dtype=float32)"
65,"tf.Tensor(8.001068, shape=(), dtype=float32)"
66,"tf.Tensor(7.687651, shape=(), dtype=float32)"
67,"tf.Tensor(8.757982, shape=(), dtype=float32)"
68,"tf.Tensor(8.482791, shape=(), dtype=float32)"
69,"tf.Tensor(8.911009, shape=(), dtype=float32)"
70,"tf.Tensor(7.488075, shape=(), dtype=float32)"
71,"tf.Tensor(7.7138834, shape=(), dtype=float32)"
72,"tf.Tensor(7.9671745, shape=(), dtype=float32)"
73,"tf.Tensor(8.038355, shape=(), dtype=float32)"
74,"tf.Tensor(8.9432955, shape=(), dtype=float32)"
75,"tf.Tensor(8.933978, shape=(), dtype=float32)"
76,"tf.Tensor(7.679166, shape=(), dtype=float32)"
77,"tf.Tensor(8.448206, shape=(), dtype=float32)"
78,"tf.Tensor(9.699627, shape=(), dtype=float32)"
79,"tf.Tensor(8.169684, shape=(), dtype=float32)"
80,"tf.Tensor(9.013483, shape=(), dtype=float32)"
81,"tf.Tensor(7.992116, shape=(), dtype=float32)"
82,"tf.Tensor(7.2758293, shape=(), dtype=float32)"
83,"tf.Tensor(9.728789, shape=(), dtype=float32)"
84,"tf.Tensor(8.534108, shape=(), dtype=float32)"
85,"tf.Tensor(8.65203, shape=(), dtype=float32)"
86,"tf.Tensor(9.303798, shape=(), dtype=float32)"
87,"tf.Tensor(10.354676, shape=(), dtype=float32)"
88,"tf.Tensor(7.571956, shape=(), dtype=float32)"
89,"tf.Tensor(8.572956, shape=(), dtype=float32)"
90,"tf.Tensor(7.416529, shape=(), dtype=float32)"
91,"tf.Tensor(7.9280224, shape=(), dtype=float32)"
92,"tf.Tensor(9.6518, shape=(), dtype=float32)"
93,"tf.Tensor(9.095653, shape=(), dtype=float32)"
94,"tf.Tensor(9.157222, shape=(), dtype=float32)"
95,"tf.Tensor(7.9789615, shape=(), dtype=float32)"
96,"tf.Tensor(9.219163, shape=(), dtype=float32)"
97,"tf.Tensor(8.149543, shape=(), dtype=float32)"
98,"tf.Tensor(9.275124, shape=(), dtype=float32)"
99,"tf.Tensor(8.883287, shape=(), dtype=float32)"
100,"tf.Tensor(7.9448447, shape=(), dtype=float32)"
