step,avg_reward
0,161.5325
1,164.32686
2,168.97726
3,170.60547
4,171.31616
5,172.26157
6,171.77399
7,171.92131
8,171.70963
9,171.98811
10,172.41194
11,171.06995
12,172.4513
13,171.3955
14,172.60988
15,172.73676
16,170.97382
17,172.14223
18,171.66533
19,171.75668
20,171.38908
