step,avg_reward
0,-205.82101
1,-206.95506
2,-206.41081
3,-205.74672
4,-206.24074
5,-206.61597
6,-205.19952
7,-207.46313
8,-205.04478
9,-207.86508
10,-207.56198
11,-207.71825
12,-207.5773
13,-208.35812
14,-207.58582
15,-205.97055
16,-208.63257
17,-207.48732
18,-207.15216
19,-206.6529
20,-208.93176
