step,avg_reward
0,-257.09775
1,-270.57196
2,-259.2
3,-263.34866
4,-259.07626
5,-262.5172
6,-258.34195
7,-262.54248
8,-266.6042
9,-262.8279
10,-267.91275
11,-265.43274
12,-267.6841
13,-265.6453
14,-267.02386
15,-261.75488
16,-265.375
17,-261.2797
18,-258.34604
19,-264.91196
20,-264.08148
