step,train_loss
76,"tf.Tensor(7.4742026, shape=(), dtype=float32)"
77,"tf.Tensor(7.217749, shape=(), dtype=float32)"
78,"tf.Tensor(6.8769207, shape=(), dtype=float32)"
79,"tf.Tensor(7.041535, shape=(), dtype=float32)"
80,"tf.Tensor(6.9375033, shape=(), dtype=float32)"
81,"tf.Tensor(7.262793, shape=(), dtype=float32)"
82,"tf.Tensor(7.2291164, shape=(), dtype=float32)"
83,"tf.Tensor(8.089466, shape=(), dtype=float32)"
84,"tf.Tensor(6.9229054, shape=(), dtype=float32)"
85,"tf.Tensor(7.0689306, shape=(), dtype=float32)"
86,"tf.Tensor(6.874352, shape=(), dtype=float32)"
87,"tf.Tensor(6.986441, shape=(), dtype=float32)"
88,"tf.Tensor(7.334991, shape=(), dtype=float32)"
89,"tf.Tensor(6.983753, shape=(), dtype=float32)"
90,"tf.Tensor(7.568916, shape=(), dtype=float32)"
91,"tf.Tensor(7.200177, shape=(), dtype=float32)"
92,"tf.Tensor(7.141675, shape=(), dtype=float32)"
93,"tf.Tensor(8.145751, shape=(), dtype=float32)"
94,"tf.Tensor(6.6551228, shape=(), dtype=float32)"
95,"tf.Tensor(7.1467905, shape=(), dtype=float32)"
96,"tf.Tensor(7.3121924, shape=(), dtype=float32)"
97,"tf.Tensor(7.1141176, shape=(), dtype=float32)"
98,"tf.Tensor(7.370786, shape=(), dtype=float32)"
99,"tf.Tensor(6.9923844, shape=(), dtype=float32)"
100,"tf.Tensor(6.277514, shape=(), dtype=float32)"
