step,train_loss
56,"tf.Tensor(5.7278767, shape=(), dtype=float32)"
57,"tf.Tensor(5.787727, shape=(), dtype=float32)"
58,"tf.Tensor(5.660504, shape=(), dtype=float32)"
59,"tf.Tensor(5.6761045, shape=(), dtype=float32)"
60,"tf.Tensor(5.7299294, shape=(), dtype=float32)"
61,"tf.Tensor(5.689103, shape=(), dtype=float32)"
62,"tf.Tensor(5.7423487, shape=(), dtype=float32)"
63,"tf.Tensor(5.7425356, shape=(), dtype=float32)"
64,"tf.Tensor(5.713752, shape=(), dtype=float32)"
65,"tf.Tensor(5.6910996, shape=(), dtype=float32)"
66,"tf.Tensor(5.6671286, shape=(), dtype=float32)"
67,"tf.Tensor(5.7758055, shape=(), dtype=float32)"
68,"tf.Tensor(5.6598697, shape=(), dtype=float32)"
69,"tf.Tensor(5.8298755, shape=(), dtype=float32)"
70,"tf.Tensor(5.762531, shape=(), dtype=float32)"
71,"tf.Tensor(5.6981554, shape=(), dtype=float32)"
72,"tf.Tensor(5.6886516, shape=(), dtype=float32)"
73,"tf.Tensor(5.739387, shape=(), dtype=float32)"
74,"tf.Tensor(5.6927066, shape=(), dtype=float32)"
75,"tf.Tensor(5.6196084, shape=(), dtype=float32)"
76,"tf.Tensor(5.6854243, shape=(), dtype=float32)"
77,"tf.Tensor(5.683892, shape=(), dtype=float32)"
78,"tf.Tensor(5.7597485, shape=(), dtype=float32)"
79,"tf.Tensor(5.8025904, shape=(), dtype=float32)"
80,"tf.Tensor(5.6950846, shape=(), dtype=float32)"
81,"tf.Tensor(5.7312555, shape=(), dtype=float32)"
82,"tf.Tensor(5.832548, shape=(), dtype=float32)"
83,"tf.Tensor(5.8135304, shape=(), dtype=float32)"
84,"tf.Tensor(5.650016, shape=(), dtype=float32)"
85,"tf.Tensor(5.633276, shape=(), dtype=float32)"
86,"tf.Tensor(5.783496, shape=(), dtype=float32)"
87,"tf.Tensor(5.708804, shape=(), dtype=float32)"
88,"tf.Tensor(5.6328535, shape=(), dtype=float32)"
89,"tf.Tensor(5.751234, shape=(), dtype=float32)"
90,"tf.Tensor(5.7645516, shape=(), dtype=float32)"
91,"tf.Tensor(5.639201, shape=(), dtype=float32)"
92,"tf.Tensor(5.6565995, shape=(), dtype=float32)"
93,"tf.Tensor(5.725751, shape=(), dtype=float32)"
94,"tf.Tensor(5.8160305, shape=(), dtype=float32)"
95,"tf.Tensor(5.686275, shape=(), dtype=float32)"
96,"tf.Tensor(5.7115965, shape=(), dtype=float32)"
97,"tf.Tensor(5.7305956, shape=(), dtype=float32)"
98,"tf.Tensor(5.6013255, shape=(), dtype=float32)"
99,"tf.Tensor(5.774851, shape=(), dtype=float32)"
100,"tf.Tensor(5.7852216, shape=(), dtype=float32)"
