step,train_loss
89,"tf.Tensor(7.3016505, shape=(), dtype=float32)"
90,"tf.Tensor(6.463351, shape=(), dtype=float32)"
91,"tf.Tensor(7.057448, shape=(), dtype=float32)"
92,"tf.Tensor(6.5590825, shape=(), dtype=float32)"
93,"tf.Tensor(7.7618685, shape=(), dtype=float32)"
94,"tf.Tensor(6.350984, shape=(), dtype=float32)"
95,"tf.Tensor(7.221445, shape=(), dtype=float32)"
96,"tf.Tensor(6.7739005, shape=(), dtype=float32)"
97,"tf.Tensor(6.953693, shape=(), dtype=float32)"
98,"tf.Tensor(6.634331, shape=(), dtype=float32)"
99,"tf.Tensor(7.1217136, shape=(), dtype=float32)"
100,"tf.Tensor(6.9858627, shape=(), dtype=float32)"
101,"tf.Tensor(6.446669, shape=(), dtype=float32)"
102,"tf.Tensor(7.582779, shape=(), dtype=float32)"
103,"tf.Tensor(7.0368285, shape=(), dtype=float32)"
104,"tf.Tensor(6.38094, shape=(), dtype=float32)"
105,"tf.Tensor(6.486677, shape=(), dtype=float32)"
106,"tf.Tensor(6.5788865, shape=(), dtype=float32)"
107,"tf.Tensor(7.031599, shape=(), dtype=float32)"
108,"tf.Tensor(7.106131, shape=(), dtype=float32)"
109,"tf.Tensor(7.479795, shape=(), dtype=float32)"
110,"tf.Tensor(6.768706, shape=(), dtype=float32)"
111,"tf.Tensor(7.183443, shape=(), dtype=float32)"
112,"tf.Tensor(6.6464005, shape=(), dtype=float32)"
113,"tf.Tensor(7.6521144, shape=(), dtype=float32)"
114,"tf.Tensor(6.634992, shape=(), dtype=float32)"
115,"tf.Tensor(7.0908594, shape=(), dtype=float32)"
116,"tf.Tensor(6.9321775, shape=(), dtype=float32)"
117,"tf.Tensor(6.2641473, shape=(), dtype=float32)"
118,"tf.Tensor(8.09111, shape=(), dtype=float32)"
119,"tf.Tensor(6.9892406, shape=(), dtype=float32)"
120,"tf.Tensor(7.036461, shape=(), dtype=float32)"
121,"tf.Tensor(6.540656, shape=(), dtype=float32)"
122,"tf.Tensor(6.663384, shape=(), dtype=float32)"
123,"tf.Tensor(7.1547046, shape=(), dtype=float32)"
124,"tf.Tensor(6.9315863, shape=(), dtype=float32)"
125,"tf.Tensor(6.258617, shape=(), dtype=float32)"
126,"tf.Tensor(6.748753, shape=(), dtype=float32)"
127,"tf.Tensor(7.183839, shape=(), dtype=float32)"
128,"tf.Tensor(6.940472, shape=(), dtype=float32)"
129,"tf.Tensor(7.187219, shape=(), dtype=float32)"
130,"tf.Tensor(7.132786, shape=(), dtype=float32)"
131,"tf.Tensor(6.947779, shape=(), dtype=float32)"
132,"tf.Tensor(7.41996, shape=(), dtype=float32)"
133,"tf.Tensor(6.772645, shape=(), dtype=float32)"
134,"tf.Tensor(6.974305, shape=(), dtype=float32)"
135,"tf.Tensor(6.6758423, shape=(), dtype=float32)"
136,"tf.Tensor(7.2911525, shape=(), dtype=float32)"
137,"tf.Tensor(6.7766304, shape=(), dtype=float32)"
138,"tf.Tensor(6.6279874, shape=(), dtype=float32)"
139,"tf.Tensor(7.158694, shape=(), dtype=float32)"
140,"tf.Tensor(7.218825, shape=(), dtype=float32)"
141,"tf.Tensor(6.616159, shape=(), dtype=float32)"
142,"tf.Tensor(6.539118, shape=(), dtype=float32)"
143,"tf.Tensor(6.723654, shape=(), dtype=float32)"
144,"tf.Tensor(6.8020954, shape=(), dtype=float32)"
145,"tf.Tensor(7.4008527, shape=(), dtype=float32)"
146,"tf.Tensor(6.976309, shape=(), dtype=float32)"
147,"tf.Tensor(7.3791714, shape=(), dtype=float32)"
148,"tf.Tensor(6.1216173, shape=(), dtype=float32)"
149,"tf.Tensor(6.449184, shape=(), dtype=float32)"
150,"tf.Tensor(6.6783333, shape=(), dtype=float32)"
151,"tf.Tensor(6.634836, shape=(), dtype=float32)"
152,"tf.Tensor(7.0761485, shape=(), dtype=float32)"
153,"tf.Tensor(7.2050147, shape=(), dtype=float32)"
154,"tf.Tensor(6.698723, shape=(), dtype=float32)"
155,"tf.Tensor(7.3882713, shape=(), dtype=float32)"
156,"tf.Tensor(7.0858583, shape=(), dtype=float32)"
157,"tf.Tensor(6.8980584, shape=(), dtype=float32)"
158,"tf.Tensor(7.8633633, shape=(), dtype=float32)"
159,"tf.Tensor(6.866242, shape=(), dtype=float32)"
160,"tf.Tensor(6.713422, shape=(), dtype=float32)"
161,"tf.Tensor(7.029292, shape=(), dtype=float32)"
162,"tf.Tensor(7.4733725, shape=(), dtype=float32)"
163,"tf.Tensor(7.32062, shape=(), dtype=float32)"
164,"tf.Tensor(7.472069, shape=(), dtype=float32)"
165,"tf.Tensor(6.8817563, shape=(), dtype=float32)"
166,"tf.Tensor(7.129512, shape=(), dtype=float32)"
167,"tf.Tensor(6.938003, shape=(), dtype=float32)"
168,"tf.Tensor(6.477569, shape=(), dtype=float32)"
169,"tf.Tensor(6.670065, shape=(), dtype=float32)"
170,"tf.Tensor(7.217845, shape=(), dtype=float32)"
171,"tf.Tensor(7.1136684, shape=(), dtype=float32)"
172,"tf.Tensor(7.183261, shape=(), dtype=float32)"
173,"tf.Tensor(7.4978433, shape=(), dtype=float32)"
174,"tf.Tensor(6.790707, shape=(), dtype=float32)"
175,"tf.Tensor(6.999992, shape=(), dtype=float32)"
176,"tf.Tensor(6.5849347, shape=(), dtype=float32)"
177,"tf.Tensor(6.773108, shape=(), dtype=float32)"
178,"tf.Tensor(6.817927, shape=(), dtype=float32)"
179,"tf.Tensor(6.8937516, shape=(), dtype=float32)"
180,"tf.Tensor(6.696981, shape=(), dtype=float32)"
