step,avg_reward
0,-209.05702
1,-215.68399
2,-217.68517
3,-214.69623
4,-215.96501
5,-212.91972
6,-214.81801
7,-215.32614
8,-214.39706
9,-214.3588
10,-216.33026
11,-216.91985
12,-215.65768
13,-216.84467
14,-216.63246
15,-216.10483
16,-215.59793
17,-216.04706
18,-215.07462
19,-214.54724
20,-216.98865
