step,train_loss
68,"tf.Tensor(0.3215682, shape=(), dtype=float32)"
69,"tf.Tensor(0.17210194, shape=(), dtype=float32)"
70,"tf.Tensor(0.12673743, shape=(), dtype=float32)"
71,"tf.Tensor(0.18687521, shape=(), dtype=float32)"
72,"tf.Tensor(0.23858404, shape=(), dtype=float32)"
73,"tf.Tensor(0.18703447, shape=(), dtype=float32)"
74,"tf.Tensor(0.145894, shape=(), dtype=float32)"
75,"tf.Tensor(0.16552334, shape=(), dtype=float32)"
76,"tf.Tensor(0.122255646, shape=(), dtype=float32)"
77,"tf.Tensor(0.28568435, shape=(), dtype=float32)"
78,"tf.Tensor(0.10337034, shape=(), dtype=float32)"
79,"tf.Tensor(0.19145861, shape=(), dtype=float32)"
80,"tf.Tensor(0.14641336, shape=(), dtype=float32)"
81,"tf.Tensor(0.2624778, shape=(), dtype=float32)"
82,"tf.Tensor(0.19100331, shape=(), dtype=float32)"
83,"tf.Tensor(0.25982192, shape=(), dtype=float32)"
84,"tf.Tensor(0.26167005, shape=(), dtype=float32)"
85,"tf.Tensor(0.28245947, shape=(), dtype=float32)"
86,"tf.Tensor(0.20887601, shape=(), dtype=float32)"
87,"tf.Tensor(0.21347362, shape=(), dtype=float32)"
88,"tf.Tensor(0.25995213, shape=(), dtype=float32)"
89,"tf.Tensor(0.2805828, shape=(), dtype=float32)"
90,"tf.Tensor(0.20740603, shape=(), dtype=float32)"
91,"tf.Tensor(0.13915436, shape=(), dtype=float32)"
92,"tf.Tensor(0.1399754, shape=(), dtype=float32)"
93,"tf.Tensor(0.26457644, shape=(), dtype=float32)"
94,"tf.Tensor(0.20721585, shape=(), dtype=float32)"
95,"tf.Tensor(0.23686449, shape=(), dtype=float32)"
96,"tf.Tensor(0.23697339, shape=(), dtype=float32)"
97,"tf.Tensor(0.28102705, shape=(), dtype=float32)"
98,"tf.Tensor(0.18690124, shape=(), dtype=float32)"
99,"tf.Tensor(0.17192018, shape=(), dtype=float32)"
100,"tf.Tensor(0.21237561, shape=(), dtype=float32)"
