step,train_loss
47,"tf.Tensor(7.73202, shape=(), dtype=float32)"
48,"tf.Tensor(8.791078, shape=(), dtype=float32)"
49,"tf.Tensor(9.641016, shape=(), dtype=float32)"
50,"tf.Tensor(9.595567, shape=(), dtype=float32)"
51,"tf.Tensor(7.5700684, shape=(), dtype=float32)"
52,"tf.Tensor(8.160392, shape=(), dtype=float32)"
53,"tf.Tensor(8.480957, shape=(), dtype=float32)"
54,"tf.Tensor(8.837179, shape=(), dtype=float32)"
55,"tf.Tensor(9.598587, shape=(), dtype=float32)"
56,"tf.Tensor(7.338576, shape=(), dtype=float32)"
57,"tf.Tensor(7.9049187, shape=(), dtype=float32)"
58,"tf.Tensor(9.08342, shape=(), dtype=float32)"
59,"tf.Tensor(8.330158, shape=(), dtype=float32)"
60,"tf.Tensor(8.5227585, shape=(), dtype=float32)"
61,"tf.Tensor(7.8822484, shape=(), dtype=float32)"
62,"tf.Tensor(6.9850035, shape=(), dtype=float32)"
63,"tf.Tensor(6.6185937, shape=(), dtype=float32)"
64,"tf.Tensor(7.322078, shape=(), dtype=float32)"
65,"tf.Tensor(7.356458, shape=(), dtype=float32)"
66,"tf.Tensor(8.485407, shape=(), dtype=float32)"
67,"tf.Tensor(7.363908, shape=(), dtype=float32)"
68,"tf.Tensor(7.5803404, shape=(), dtype=float32)"
69,"tf.Tensor(8.242863, shape=(), dtype=float32)"
70,"tf.Tensor(8.739375, shape=(), dtype=float32)"
71,"tf.Tensor(8.125363, shape=(), dtype=float32)"
72,"tf.Tensor(7.063221, shape=(), dtype=float32)"
73,"tf.Tensor(7.8694525, shape=(), dtype=float32)"
74,"tf.Tensor(8.492467, shape=(), dtype=float32)"
75,"tf.Tensor(6.937689, shape=(), dtype=float32)"
76,"tf.Tensor(9.704167, shape=(), dtype=float32)"
77,"tf.Tensor(9.002775, shape=(), dtype=float32)"
78,"tf.Tensor(8.119068, shape=(), dtype=float32)"
79,"tf.Tensor(8.648194, shape=(), dtype=float32)"
80,"tf.Tensor(8.344806, shape=(), dtype=float32)"
81,"tf.Tensor(8.370669, shape=(), dtype=float32)"
82,"tf.Tensor(7.882534, shape=(), dtype=float32)"
83,"tf.Tensor(8.629525, shape=(), dtype=float32)"
84,"tf.Tensor(7.596323, shape=(), dtype=float32)"
85,"tf.Tensor(8.784499, shape=(), dtype=float32)"
86,"tf.Tensor(7.313852, shape=(), dtype=float32)"
87,"tf.Tensor(9.3927555, shape=(), dtype=float32)"
88,"tf.Tensor(8.722736, shape=(), dtype=float32)"
89,"tf.Tensor(6.5982203, shape=(), dtype=float32)"
90,"tf.Tensor(6.9507656, shape=(), dtype=float32)"
91,"tf.Tensor(7.597752, shape=(), dtype=float32)"
92,"tf.Tensor(7.5558624, shape=(), dtype=float32)"
93,"tf.Tensor(8.718669, shape=(), dtype=float32)"
94,"tf.Tensor(8.422123, shape=(), dtype=float32)"
95,"tf.Tensor(8.988433, shape=(), dtype=float32)"
96,"tf.Tensor(8.434649, shape=(), dtype=float32)"
97,"tf.Tensor(8.238957, shape=(), dtype=float32)"
98,"tf.Tensor(8.92612, shape=(), dtype=float32)"
99,"tf.Tensor(8.457789, shape=(), dtype=float32)"
100,"tf.Tensor(7.363531, shape=(), dtype=float32)"
