step,train_loss
0,
1,"tf.Tensor(3.009462, shape=(), dtype=float32)"
2,"tf.Tensor(2.755955, shape=(), dtype=float32)"
3,"tf.Tensor(2.6925876, shape=(), dtype=float32)"
4,"tf.Tensor(2.161095, shape=(), dtype=float32)"
5,"tf.Tensor(1.6995819, shape=(), dtype=float32)"
6,"tf.Tensor(1.8663591, shape=(), dtype=float32)"
7,"tf.Tensor(1.2462641, shape=(), dtype=float32)"
8,"tf.Tensor(1.2476726, shape=(), dtype=float32)"
9,"tf.Tensor(1.028313, shape=(), dtype=float32)"
10,"tf.Tensor(0.84238446, shape=(), dtype=float32)"
11,"tf.Tensor(1.4963672, shape=(), dtype=float32)"
12,"tf.Tensor(0.9404061, shape=(), dtype=float32)"
13,"tf.Tensor(0.8620895, shape=(), dtype=float32)"
14,"tf.Tensor(1.2525163, shape=(), dtype=float32)"
15,"tf.Tensor(1.1439977, shape=(), dtype=float32)"
16,"tf.Tensor(1.4835954, shape=(), dtype=float32)"
17,"tf.Tensor(1.040844, shape=(), dtype=float32)"
18,"tf.Tensor(1.7689431, shape=(), dtype=float32)"
19,"tf.Tensor(0.8776504, shape=(), dtype=float32)"
20,"tf.Tensor(1.0043981, shape=(), dtype=float32)"
21,"tf.Tensor(1.0711892, shape=(), dtype=float32)"
22,"tf.Tensor(1.112231, shape=(), dtype=float32)"
23,"tf.Tensor(0.8410433, shape=(), dtype=float32)"
24,"tf.Tensor(1.3514549, shape=(), dtype=float32)"
25,"tf.Tensor(1.0182242, shape=(), dtype=float32)"
26,"tf.Tensor(0.65829295, shape=(), dtype=float32)"
27,"tf.Tensor(1.1168575, shape=(), dtype=float32)"
28,"tf.Tensor(1.3373699, shape=(), dtype=float32)"
29,"tf.Tensor(0.9077134, shape=(), dtype=float32)"
30,"tf.Tensor(0.8356482, shape=(), dtype=float32)"
31,"tf.Tensor(1.169972, shape=(), dtype=float32)"
32,"tf.Tensor(1.4032552, shape=(), dtype=float32)"
33,"tf.Tensor(0.97597617, shape=(), dtype=float32)"
34,"tf.Tensor(1.7727002, shape=(), dtype=float32)"
35,"tf.Tensor(0.9294565, shape=(), dtype=float32)"
36,"tf.Tensor(1.4870715, shape=(), dtype=float32)"
37,"tf.Tensor(1.0940213, shape=(), dtype=float32)"
38,"tf.Tensor(0.7553718, shape=(), dtype=float32)"
39,"tf.Tensor(1.060473, shape=(), dtype=float32)"
40,"tf.Tensor(1.3574513, shape=(), dtype=float32)"
41,"tf.Tensor(1.1291549, shape=(), dtype=float32)"
42,"tf.Tensor(0.9564034, shape=(), dtype=float32)"
43,"tf.Tensor(1.9509106, shape=(), dtype=float32)"
44,"tf.Tensor(1.1620319, shape=(), dtype=float32)"
45,"tf.Tensor(1.1537647, shape=(), dtype=float32)"
46,"tf.Tensor(1.0910248, shape=(), dtype=float32)"
47,"tf.Tensor(0.89886963, shape=(), dtype=float32)"
48,"tf.Tensor(1.358299, shape=(), dtype=float32)"
49,"tf.Tensor(1.0223631, shape=(), dtype=float32)"
50,"tf.Tensor(1.5724677, shape=(), dtype=float32)"
51,"tf.Tensor(1.2332478, shape=(), dtype=float32)"
52,"tf.Tensor(1.6120305, shape=(), dtype=float32)"
