step,train_loss
53,"tf.Tensor(1.4665518, shape=(), dtype=float32)"
54,"tf.Tensor(1.5872551, shape=(), dtype=float32)"
55,"tf.Tensor(1.235095, shape=(), dtype=float32)"
56,"tf.Tensor(0.8166788, shape=(), dtype=float32)"
57,"tf.Tensor(0.98375463, shape=(), dtype=float32)"
58,"tf.Tensor(1.8364321, shape=(), dtype=float32)"
59,"tf.Tensor(2.2126389, shape=(), dtype=float32)"
60,"tf.Tensor(1.1591389, shape=(), dtype=float32)"
61,"tf.Tensor(1.3364667, shape=(), dtype=float32)"
62,"tf.Tensor(1.7209176, shape=(), dtype=float32)"
63,"tf.Tensor(0.94570947, shape=(), dtype=float32)"
64,"tf.Tensor(1.5317323, shape=(), dtype=float32)"
65,"tf.Tensor(1.0442142, shape=(), dtype=float32)"
66,"tf.Tensor(0.8163713, shape=(), dtype=float32)"
67,"tf.Tensor(0.56279904, shape=(), dtype=float32)"
68,"tf.Tensor(1.0650165, shape=(), dtype=float32)"
69,"tf.Tensor(1.0236316, shape=(), dtype=float32)"
70,"tf.Tensor(1.2070336, shape=(), dtype=float32)"
71,"tf.Tensor(1.0414294, shape=(), dtype=float32)"
72,"tf.Tensor(1.1505511, shape=(), dtype=float32)"
73,"tf.Tensor(0.96709687, shape=(), dtype=float32)"
74,"tf.Tensor(0.8160976, shape=(), dtype=float32)"
75,"tf.Tensor(1.6965683, shape=(), dtype=float32)"
76,"tf.Tensor(0.5853545, shape=(), dtype=float32)"
77,"tf.Tensor(0.8774147, shape=(), dtype=float32)"
78,"tf.Tensor(1.3696338, shape=(), dtype=float32)"
79,"tf.Tensor(1.0240312, shape=(), dtype=float32)"
80,"tf.Tensor(0.9947503, shape=(), dtype=float32)"
81,"tf.Tensor(0.58816975, shape=(), dtype=float32)"
82,"tf.Tensor(0.8853133, shape=(), dtype=float32)"
83,"tf.Tensor(0.6178927, shape=(), dtype=float32)"
84,"tf.Tensor(0.9394302, shape=(), dtype=float32)"
85,"tf.Tensor(0.7746975, shape=(), dtype=float32)"
86,"tf.Tensor(0.98749727, shape=(), dtype=float32)"
87,"tf.Tensor(0.9674858, shape=(), dtype=float32)"
88,"tf.Tensor(1.4843276, shape=(), dtype=float32)"
89,"tf.Tensor(1.0723991, shape=(), dtype=float32)"
90,"tf.Tensor(1.1374536, shape=(), dtype=float32)"
91,"tf.Tensor(0.98447216, shape=(), dtype=float32)"
92,"tf.Tensor(0.5360985, shape=(), dtype=float32)"
93,"tf.Tensor(0.71196526, shape=(), dtype=float32)"
94,"tf.Tensor(1.7391915, shape=(), dtype=float32)"
95,"tf.Tensor(1.0086372, shape=(), dtype=float32)"
96,"tf.Tensor(0.96788114, shape=(), dtype=float32)"
97,"tf.Tensor(1.2817124, shape=(), dtype=float32)"
98,"tf.Tensor(1.4088877, shape=(), dtype=float32)"
99,"tf.Tensor(0.5810822, shape=(), dtype=float32)"
100,"tf.Tensor(0.9375767, shape=(), dtype=float32)"
