step,avg_reward
0,-210.0584
1,-207.71213
2,-204.3895
3,-204.35332
4,-204.32716
5,-204.30197
6,-204.6489
7,-200.41644
8,-203.0254
9,-205.2644
10,-201.52364
11,-203.02325
12,-202.32121
13,-202.71404
14,-201.78888
15,-203.4597
16,-203.9541
17,-203.27148
18,-200.87283
19,-203.44632
20,-204.63925
