step,avg_reward
0,-208.78792
1,-208.62727
2,-208.96025
3,-207.95984
4,-206.2404
5,-204.37163
6,-203.63805
7,-201.62477
8,-200.76991
9,-200.47746
10,-200.2999
11,-200.46382
12,-200.59695
13,-199.8162
14,-198.6001
15,-200.58066
16,-199.31155
17,-199.49118
18,-198.74744
19,-197.77686
20,-197.8704
