step,avg_reward
0,-207.77214
1,-210.11469
2,-210.36237
3,-210.94171
4,-210.85701
5,-209.44711
6,-210.16188
7,-211.76462
8,-213.84332
9,-212.08421
10,-211.19742
11,-209.9832
12,-212.52573
13,-210.7547
14,-210.41077
15,-212.7832
16,-210.87979
17,-211.3911
18,-209.86888
19,-211.229
20,-214.33492
