step,avg_reward
0,-211.77275
1,-213.03198
2,-211.90186
3,-210.03236
4,-211.49794
5,-212.31596
6,-211.07263
7,-212.0505
8,-210.81717
9,-211.9875
10,-211.03741
11,-211.2369
12,-212.59709
13,-211.32256
14,-211.31859
15,-211.61766
16,-210.57129
17,-212.40178
18,-211.23051
19,-213.00996
20,-211.48656
