step,train_loss
43,"tf.Tensor(7.7584743, shape=(), dtype=float32)"
44,"tf.Tensor(6.6025524, shape=(), dtype=float32)"
45,"tf.Tensor(6.182871, shape=(), dtype=float32)"
46,"tf.Tensor(7.5204167, shape=(), dtype=float32)"
47,"tf.Tensor(7.283962, shape=(), dtype=float32)"
48,"tf.Tensor(6.8907676, shape=(), dtype=float32)"
49,"tf.Tensor(6.8924823, shape=(), dtype=float32)"
50,"tf.Tensor(7.2144613, shape=(), dtype=float32)"
51,"tf.Tensor(6.795507, shape=(), dtype=float32)"
52,"tf.Tensor(6.2469773, shape=(), dtype=float32)"
53,"tf.Tensor(6.7894516, shape=(), dtype=float32)"
54,"tf.Tensor(6.430132, shape=(), dtype=float32)"
55,"tf.Tensor(7.0342174, shape=(), dtype=float32)"
56,"tf.Tensor(7.024449, shape=(), dtype=float32)"
57,"tf.Tensor(7.4645224, shape=(), dtype=float32)"
58,"tf.Tensor(7.465363, shape=(), dtype=float32)"
59,"tf.Tensor(7.7133245, shape=(), dtype=float32)"
60,"tf.Tensor(6.854498, shape=(), dtype=float32)"
61,"tf.Tensor(6.7503524, shape=(), dtype=float32)"
62,"tf.Tensor(6.9305224, shape=(), dtype=float32)"
63,"tf.Tensor(6.6179214, shape=(), dtype=float32)"
64,"tf.Tensor(7.306975, shape=(), dtype=float32)"
65,"tf.Tensor(7.104868, shape=(), dtype=float32)"
66,"tf.Tensor(7.38056, shape=(), dtype=float32)"
67,"tf.Tensor(6.86722, shape=(), dtype=float32)"
68,"tf.Tensor(6.979825, shape=(), dtype=float32)"
69,"tf.Tensor(7.230761, shape=(), dtype=float32)"
70,"tf.Tensor(6.669772, shape=(), dtype=float32)"
71,"tf.Tensor(7.7069025, shape=(), dtype=float32)"
72,"tf.Tensor(6.8357177, shape=(), dtype=float32)"
73,"tf.Tensor(7.1528664, shape=(), dtype=float32)"
74,"tf.Tensor(7.2931137, shape=(), dtype=float32)"
75,"tf.Tensor(6.1348314, shape=(), dtype=float32)"
76,"tf.Tensor(6.3781624, shape=(), dtype=float32)"
77,"tf.Tensor(6.759506, shape=(), dtype=float32)"
78,"tf.Tensor(6.9649754, shape=(), dtype=float32)"
79,"tf.Tensor(6.934318, shape=(), dtype=float32)"
80,"tf.Tensor(6.9492726, shape=(), dtype=float32)"
81,"tf.Tensor(7.0129213, shape=(), dtype=float32)"
82,"tf.Tensor(7.235499, shape=(), dtype=float32)"
83,"tf.Tensor(6.764411, shape=(), dtype=float32)"
84,"tf.Tensor(6.643825, shape=(), dtype=float32)"
85,"tf.Tensor(7.2783628, shape=(), dtype=float32)"
86,"tf.Tensor(6.7105055, shape=(), dtype=float32)"
87,"tf.Tensor(7.561306, shape=(), dtype=float32)"
88,"tf.Tensor(6.214724, shape=(), dtype=float32)"
89,"tf.Tensor(6.7703595, shape=(), dtype=float32)"
90,"tf.Tensor(7.0056105, shape=(), dtype=float32)"
91,"tf.Tensor(6.832501, shape=(), dtype=float32)"
92,"tf.Tensor(6.918783, shape=(), dtype=float32)"
93,"tf.Tensor(6.4217486, shape=(), dtype=float32)"
94,"tf.Tensor(6.546757, shape=(), dtype=float32)"
95,"tf.Tensor(6.8889656, shape=(), dtype=float32)"
96,"tf.Tensor(6.325983, shape=(), dtype=float32)"
97,"tf.Tensor(6.8379664, shape=(), dtype=float32)"
98,"tf.Tensor(6.9956894, shape=(), dtype=float32)"
99,"tf.Tensor(7.0084853, shape=(), dtype=float32)"
100,"tf.Tensor(6.834703, shape=(), dtype=float32)"
