step,train_loss
103,"tf.Tensor(7.12014, shape=(), dtype=float32)"
104,"tf.Tensor(6.737927, shape=(), dtype=float32)"
105,"tf.Tensor(7.5407233, shape=(), dtype=float32)"
106,"tf.Tensor(7.0226116, shape=(), dtype=float32)"
107,"tf.Tensor(6.985379, shape=(), dtype=float32)"
108,"tf.Tensor(6.839965, shape=(), dtype=float32)"
109,"tf.Tensor(7.9119825, shape=(), dtype=float32)"
110,"tf.Tensor(7.145318, shape=(), dtype=float32)"
111,"tf.Tensor(6.6826515, shape=(), dtype=float32)"
112,"tf.Tensor(7.878182, shape=(), dtype=float32)"
113,"tf.Tensor(7.557759, shape=(), dtype=float32)"
114,"tf.Tensor(7.3686376, shape=(), dtype=float32)"
115,"tf.Tensor(7.034253, shape=(), dtype=float32)"
116,"tf.Tensor(7.1349277, shape=(), dtype=float32)"
117,"tf.Tensor(7.195779, shape=(), dtype=float32)"
118,"tf.Tensor(7.0980015, shape=(), dtype=float32)"
119,"tf.Tensor(7.0059514, shape=(), dtype=float32)"
120,"tf.Tensor(6.89684, shape=(), dtype=float32)"
121,"tf.Tensor(7.312348, shape=(), dtype=float32)"
122,"tf.Tensor(6.97421, shape=(), dtype=float32)"
123,"tf.Tensor(7.1935945, shape=(), dtype=float32)"
124,"tf.Tensor(6.564269, shape=(), dtype=float32)"
125,"tf.Tensor(7.200437, shape=(), dtype=float32)"
126,"tf.Tensor(7.080327, shape=(), dtype=float32)"
127,"tf.Tensor(7.307746, shape=(), dtype=float32)"
128,"tf.Tensor(7.1899233, shape=(), dtype=float32)"
129,"tf.Tensor(7.4284782, shape=(), dtype=float32)"
130,"tf.Tensor(7.0240803, shape=(), dtype=float32)"
131,"tf.Tensor(6.8558774, shape=(), dtype=float32)"
132,"tf.Tensor(6.6934257, shape=(), dtype=float32)"
133,"tf.Tensor(7.3036327, shape=(), dtype=float32)"
134,"tf.Tensor(6.856805, shape=(), dtype=float32)"
135,"tf.Tensor(7.0903273, shape=(), dtype=float32)"
136,"tf.Tensor(7.2504053, shape=(), dtype=float32)"
137,"tf.Tensor(7.979777, shape=(), dtype=float32)"
138,"tf.Tensor(7.4625287, shape=(), dtype=float32)"
139,"tf.Tensor(7.08858, shape=(), dtype=float32)"
140,"tf.Tensor(7.3144, shape=(), dtype=float32)"
141,"tf.Tensor(6.9648705, shape=(), dtype=float32)"
142,"tf.Tensor(7.8896713, shape=(), dtype=float32)"
143,"tf.Tensor(7.096842, shape=(), dtype=float32)"
144,"tf.Tensor(7.6556993, shape=(), dtype=float32)"
145,"tf.Tensor(7.3128457, shape=(), dtype=float32)"
146,"tf.Tensor(7.2300935, shape=(), dtype=float32)"
147,"tf.Tensor(7.334097, shape=(), dtype=float32)"
148,"tf.Tensor(6.6589303, shape=(), dtype=float32)"
149,"tf.Tensor(7.5717554, shape=(), dtype=float32)"
150,"tf.Tensor(7.8579803, shape=(), dtype=float32)"
151,"tf.Tensor(6.753682, shape=(), dtype=float32)"
152,"tf.Tensor(6.984984, shape=(), dtype=float32)"
153,"tf.Tensor(7.384891, shape=(), dtype=float32)"
154,"tf.Tensor(6.873828, shape=(), dtype=float32)"
155,"tf.Tensor(7.014144, shape=(), dtype=float32)"
156,"tf.Tensor(7.869921, shape=(), dtype=float32)"
157,"tf.Tensor(7.120472, shape=(), dtype=float32)"
158,"tf.Tensor(7.392302, shape=(), dtype=float32)"
159,"tf.Tensor(7.330787, shape=(), dtype=float32)"
160,"tf.Tensor(7.3912735, shape=(), dtype=float32)"
161,"tf.Tensor(7.3958173, shape=(), dtype=float32)"
162,"tf.Tensor(7.704991, shape=(), dtype=float32)"
163,"tf.Tensor(7.0079575, shape=(), dtype=float32)"
164,"tf.Tensor(7.5430307, shape=(), dtype=float32)"
165,"tf.Tensor(6.6743445, shape=(), dtype=float32)"
166,"tf.Tensor(7.4504685, shape=(), dtype=float32)"
167,"tf.Tensor(7.365525, shape=(), dtype=float32)"
168,"tf.Tensor(8.287712, shape=(), dtype=float32)"
169,"tf.Tensor(7.309014, shape=(), dtype=float32)"
170,"tf.Tensor(6.8511586, shape=(), dtype=float32)"
171,"tf.Tensor(6.6174684, shape=(), dtype=float32)"
172,"tf.Tensor(7.3942204, shape=(), dtype=float32)"
173,"tf.Tensor(6.8602915, shape=(), dtype=float32)"
174,"tf.Tensor(7.1016097, shape=(), dtype=float32)"
175,"tf.Tensor(7.320925, shape=(), dtype=float32)"
176,"tf.Tensor(6.9028807, shape=(), dtype=float32)"
177,"tf.Tensor(6.983138, shape=(), dtype=float32)"
178,"tf.Tensor(7.0464177, shape=(), dtype=float32)"
179,"tf.Tensor(7.2144256, shape=(), dtype=float32)"
180,"tf.Tensor(7.724741, shape=(), dtype=float32)"
