step,avg_reward
0,-203.38892
1,-206.38452
2,-209.52283
3,-210.6861
4,-210.21335
5,-209.51477
6,-209.15533
7,-211.91699
8,-211.50444
9,-210.3377
10,-211.12727
11,-209.83725
12,-208.33887
13,-209.48288
14,-210.7203
15,-209.59113
16,-209.5371
17,-210.99292
18,-210.1681
19,-212.06918
20,-209.96815
