step,train_loss
44,"tf.Tensor(9.380016, shape=(), dtype=float32)"
45,"tf.Tensor(7.8286066, shape=(), dtype=float32)"
46,"tf.Tensor(9.08542, shape=(), dtype=float32)"
47,"tf.Tensor(8.66533, shape=(), dtype=float32)"
48,"tf.Tensor(8.684663, shape=(), dtype=float32)"
49,"tf.Tensor(8.220116, shape=(), dtype=float32)"
50,"tf.Tensor(8.841235, shape=(), dtype=float32)"
51,"tf.Tensor(8.557414, shape=(), dtype=float32)"
52,"tf.Tensor(8.409695, shape=(), dtype=float32)"
53,"tf.Tensor(7.195393, shape=(), dtype=float32)"
54,"tf.Tensor(8.076566, shape=(), dtype=float32)"
55,"tf.Tensor(6.5369816, shape=(), dtype=float32)"
56,"tf.Tensor(9.575093, shape=(), dtype=float32)"
57,"tf.Tensor(8.41108, shape=(), dtype=float32)"
58,"tf.Tensor(9.006686, shape=(), dtype=float32)"
59,"tf.Tensor(8.454432, shape=(), dtype=float32)"
60,"tf.Tensor(9.0891485, shape=(), dtype=float32)"
61,"tf.Tensor(8.458338, shape=(), dtype=float32)"
62,"tf.Tensor(9.490446, shape=(), dtype=float32)"
63,"tf.Tensor(9.113646, shape=(), dtype=float32)"
64,"tf.Tensor(7.2780557, shape=(), dtype=float32)"
65,"tf.Tensor(7.530944, shape=(), dtype=float32)"
66,"tf.Tensor(8.369121, shape=(), dtype=float32)"
67,"tf.Tensor(8.542854, shape=(), dtype=float32)"
68,"tf.Tensor(9.8582, shape=(), dtype=float32)"
69,"tf.Tensor(8.993003, shape=(), dtype=float32)"
70,"tf.Tensor(8.988784, shape=(), dtype=float32)"
71,"tf.Tensor(9.050807, shape=(), dtype=float32)"
72,"tf.Tensor(8.142868, shape=(), dtype=float32)"
73,"tf.Tensor(10.295846, shape=(), dtype=float32)"
74,"tf.Tensor(9.608459, shape=(), dtype=float32)"
75,"tf.Tensor(8.58735, shape=(), dtype=float32)"
76,"tf.Tensor(7.610431, shape=(), dtype=float32)"
77,"tf.Tensor(8.241775, shape=(), dtype=float32)"
78,"tf.Tensor(8.086354, shape=(), dtype=float32)"
79,"tf.Tensor(8.717486, shape=(), dtype=float32)"
80,"tf.Tensor(8.442935, shape=(), dtype=float32)"
81,"tf.Tensor(8.15906, shape=(), dtype=float32)"
82,"tf.Tensor(7.3159504, shape=(), dtype=float32)"
83,"tf.Tensor(8.555754, shape=(), dtype=float32)"
84,"tf.Tensor(8.770272, shape=(), dtype=float32)"
85,"tf.Tensor(8.480796, shape=(), dtype=float32)"
86,"tf.Tensor(9.085074, shape=(), dtype=float32)"
87,"tf.Tensor(8.725166, shape=(), dtype=float32)"
88,"tf.Tensor(8.211054, shape=(), dtype=float32)"
89,"tf.Tensor(9.050447, shape=(), dtype=float32)"
90,"tf.Tensor(8.227087, shape=(), dtype=float32)"
91,"tf.Tensor(9.093462, shape=(), dtype=float32)"
92,"tf.Tensor(8.174523, shape=(), dtype=float32)"
93,"tf.Tensor(6.999551, shape=(), dtype=float32)"
94,"tf.Tensor(8.346506, shape=(), dtype=float32)"
95,"tf.Tensor(7.9337645, shape=(), dtype=float32)"
96,"tf.Tensor(8.136417, shape=(), dtype=float32)"
97,"tf.Tensor(7.860429, shape=(), dtype=float32)"
98,"tf.Tensor(9.952183, shape=(), dtype=float32)"
99,"tf.Tensor(8.168257, shape=(), dtype=float32)"
100,"tf.Tensor(8.236703, shape=(), dtype=float32)"
