step,train_loss
168,"tf.Tensor(7.1891317, shape=(), dtype=float32)"
169,"tf.Tensor(6.785505, shape=(), dtype=float32)"
170,"tf.Tensor(7.307534, shape=(), dtype=float32)"
171,"tf.Tensor(7.233434, shape=(), dtype=float32)"
172,"tf.Tensor(7.768975, shape=(), dtype=float32)"
173,"tf.Tensor(6.9999166, shape=(), dtype=float32)"
174,"tf.Tensor(7.409894, shape=(), dtype=float32)"
175,"tf.Tensor(7.304873, shape=(), dtype=float32)"
176,"tf.Tensor(7.8078494, shape=(), dtype=float32)"
177,"tf.Tensor(7.7991505, shape=(), dtype=float32)"
178,"tf.Tensor(7.6357346, shape=(), dtype=float32)"
179,"tf.Tensor(7.240385, shape=(), dtype=float32)"
180,"tf.Tensor(7.032966, shape=(), dtype=float32)"
