step,train_loss
40,"tf.Tensor(6.7295184, shape=(), dtype=float32)"
41,"tf.Tensor(5.7931676, shape=(), dtype=float32)"
42,"tf.Tensor(6.030238, shape=(), dtype=float32)"
43,"tf.Tensor(7.4848127, shape=(), dtype=float32)"
44,"tf.Tensor(6.679897, shape=(), dtype=float32)"
45,"tf.Tensor(4.9354196, shape=(), dtype=float32)"
46,"tf.Tensor(6.7649317, shape=(), dtype=float32)"
47,"tf.Tensor(6.3786817, shape=(), dtype=float32)"
48,"tf.Tensor(6.89528, shape=(), dtype=float32)"
49,"tf.Tensor(5.756888, shape=(), dtype=float32)"
50,"tf.Tensor(7.443027, shape=(), dtype=float32)"
51,"tf.Tensor(7.011733, shape=(), dtype=float32)"
52,"tf.Tensor(6.3796816, shape=(), dtype=float32)"
53,"tf.Tensor(6.7607965, shape=(), dtype=float32)"
54,"tf.Tensor(8.092094, shape=(), dtype=float32)"
55,"tf.Tensor(6.4870944, shape=(), dtype=float32)"
56,"tf.Tensor(7.492139, shape=(), dtype=float32)"
57,"tf.Tensor(7.109606, shape=(), dtype=float32)"
58,"tf.Tensor(5.7529554, shape=(), dtype=float32)"
59,"tf.Tensor(7.8458123, shape=(), dtype=float32)"
60,"tf.Tensor(7.3551083, shape=(), dtype=float32)"
61,"tf.Tensor(6.7241592, shape=(), dtype=float32)"
62,"tf.Tensor(6.451375, shape=(), dtype=float32)"
63,"tf.Tensor(7.146597, shape=(), dtype=float32)"
64,"tf.Tensor(6.4336414, shape=(), dtype=float32)"
65,"tf.Tensor(7.3440914, shape=(), dtype=float32)"
66,"tf.Tensor(7.5212703, shape=(), dtype=float32)"
67,"tf.Tensor(4.7935147, shape=(), dtype=float32)"
68,"tf.Tensor(6.094471, shape=(), dtype=float32)"
69,"tf.Tensor(6.1860976, shape=(), dtype=float32)"
70,"tf.Tensor(9.441348, shape=(), dtype=float32)"
71,"tf.Tensor(6.386621, shape=(), dtype=float32)"
72,"tf.Tensor(5.3202333, shape=(), dtype=float32)"
73,"tf.Tensor(7.66663, shape=(), dtype=float32)"
74,"tf.Tensor(4.5950656, shape=(), dtype=float32)"
75,"tf.Tensor(7.023638, shape=(), dtype=float32)"
76,"tf.Tensor(9.193874, shape=(), dtype=float32)"
77,"tf.Tensor(6.062757, shape=(), dtype=float32)"
78,"tf.Tensor(7.2021976, shape=(), dtype=float32)"
79,"tf.Tensor(5.017996, shape=(), dtype=float32)"
80,"tf.Tensor(6.0972223, shape=(), dtype=float32)"
81,"tf.Tensor(9.20742, shape=(), dtype=float32)"
82,"tf.Tensor(6.484765, shape=(), dtype=float32)"
83,"tf.Tensor(6.8764186, shape=(), dtype=float32)"
84,"tf.Tensor(6.5449543, shape=(), dtype=float32)"
85,"tf.Tensor(5.45667, shape=(), dtype=float32)"
86,"tf.Tensor(5.778944, shape=(), dtype=float32)"
87,"tf.Tensor(7.521414, shape=(), dtype=float32)"
88,"tf.Tensor(7.7817507, shape=(), dtype=float32)"
89,"tf.Tensor(7.14589, shape=(), dtype=float32)"
90,"tf.Tensor(7.6428757, shape=(), dtype=float32)"
91,"tf.Tensor(4.703204, shape=(), dtype=float32)"
92,"tf.Tensor(8.169843, shape=(), dtype=float32)"
93,"tf.Tensor(6.7361965, shape=(), dtype=float32)"
94,"tf.Tensor(6.7654076, shape=(), dtype=float32)"
95,"tf.Tensor(6.147147, shape=(), dtype=float32)"
96,"tf.Tensor(6.337596, shape=(), dtype=float32)"
97,"tf.Tensor(6.7782483, shape=(), dtype=float32)"
98,"tf.Tensor(6.467658, shape=(), dtype=float32)"
99,"tf.Tensor(6.764988, shape=(), dtype=float32)"
100,"tf.Tensor(7.110775, shape=(), dtype=float32)"
